Thu, 14 Nov 2019 21:26:12 -0500	Trump: Impeachment 'has been very hard on my family'	https://news.yahoo.com/trump-impeachment-has-been-very-hard-on-my-family-022612387.html	President Trump campaigned in Louisiana for the first time since the Housebegan public hearings in his impeachment inquiry.  	['https://news.yahoo.com/trump-impeachment-has-been-very-hard-on-my-family-022612387.html', 'http://l2.yimg.com/uu/api/res/1.2/3iv8IvZCkg3m2uXvIKwFkQ--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2019-11/e3f7e8e0-074e-11ea-bdfe-16810a7d0c4a']
Fri, 15 Nov 2019 12:14:23 -0500	Man caught at Houston airport with 35 pounds of liquid cocaine in shampoobottles	https://news.yahoo.com/man-caught-houston-airport-35-155046738.html	The U.S. Customs and Border Patrol says an arriving passenger tried to smuggle35 pounds worth of liquid cocaine in shampoo bottles into the country.  	['https://news.yahoo.com/man-caught-houston-airport-35-155046738.html', 'http://l.yimg.com/uu/api/res/1.2/FoHJGXtRUrlAQhP0nHokkA--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en-us/usa_today_travel_320/c5fe2f56eb0a5e2e66b4982ffcea0a53']
Wed, 13 Nov 2019 19:43:14 -0500	Colorado officers who shot black teenager wonï¿½t be charged	https://news.yahoo.com/colorado-officers-shot-black-teenager-004314411.html	A grand jury found that two Colorado police officers were justified in killinga black teenager who was shot multiple times in the back during a foot chase,the district attorney said Wednesday. As a result, no criminal charges will befiled against the officers involved in the Aug. 3 death of De'Von Bailey inColorado Springs, KRDO reported, citing El Paso County District Attorney DanMay. Bailey, 19, was shot three times in the back and once in the arm.  	['https://news.yahoo.com/colorado-officers-shot-black-teenager-004314411.html', 'http://l1.yimg.com/uu/api/res/1.2/LC7nUrDC4grj90i1UFWwfQ--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en/ap.org/1d279d3c82ebfdc9281ebb50161b5741']
Thu, 14 Nov 2019 23:43:25 -0500	DNC Announces 10 Candidates in Atlanta Democratic Debate	https://news.yahoo.com/dnc-announces-10-candidates-atlanta-040356917.html	(Bloomberg) -- The Democratic National Committee on Thursday announced the 10candidates who will participate in the fifth Democratic primary debate inAtlanta on Wednesday.They are: Joe Biden, Cory Booker, Pete Buttigieg, TulsiGabbard, Kamala Harris, Amy Klobuchar, Bernie Sanders, Tom Steyer, ElizabethWarren and Andrew Yang.Julian Castro, who participated in previous debates,most recently in October at Otterbein University in Westerville, Ohio, didnï¿½tmake the cut. Another October participant, Beto Oï¿½Rourke, has dropped out ofthe race. Deval Patrick, a former governor of Massachusetts who announced hiscandidacy on Thursday, also wonï¿½t be on the stage at the Tyler PerryStudios.The forum will be co-hosted by the Washington Post and MSNBC.Candidates will be questioned by four female moderators: Rachel Maddow, AndreaMitchell and Kristen Welker from the network, and Ashley Parker from thePost.The two-hour event had a higher bar to qualify than previous debates.Candidates must have contributions from 165,000 donors, up from 135,000.Andthe donors must be geographically dispersed, with a minimum of 600 per statein at least 20 states. In addition, participants must either show 3% supportin four qualifying national or single-state polls, or have at least 5% supportin two qualifying single-state polls released between Sept. 13 and Nov. 13 inthe early nominating states of Iowa, New Hampshire, South Carolina orNevada.The sixth debate will take place next month in Los Angeles.To contactthe reporter on this story: Max Berley in Washington atmberley@bloomberg.netTo contact the editors responsible for this story: WendyBenjaminson at wbenjaminson@bloomberg.net, John HarneyFor more articles likethis, please visit us at bloomberg.comï¿½2019 Bloomberg L.P.  	['https://news.yahoo.com/dnc-announces-10-candidates-atlanta-040356917.html', 'http://l2.yimg.com/uu/api/res/1.2/Ao65mpoUzysdT53oXRH8lQ--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en/bloomberg_politics_602/9d6f2eccaafd5f3f5d74a13988351f71']
Thu, 14 Nov 2019 18:29:07 -0500	Virginia police say wanted Marine deserter sought family	https://news.yahoo.com/virginia-police-hunt-marine-deserter-131347684.html	Police in Virginia say the Marine deserter wanted for questioning in a murdercase was trying to reach out to a family member when he was spotted. RoanokePolice Chief Tim Jones told a news conference that itï¿½s believed MichaelAlexander Brown was trying to contact his grandmother when a neighbor saw himearly Thursday. The Roanoke Times reports the U.S. Marshals Service learnedSunday night that Brown might be driving a recreational vehicle near ClarendonCounty, South Carolina, about four hours southwest of Camp Lejeune, in NorthCarolina, where he had been stationed as a U.S. Marine until leaving his postlast month.  	['https://news.yahoo.com/virginia-police-hunt-marine-deserter-131347684.html', 'http://l1.yimg.com/uu/api/res/1.2/chw_x2nao2cBnzzqwtEkfA--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en/ap.org/14bcbf482ca4b514a138400b6c3de809']
Fri, 15 Nov 2019 08:41:42 -0500	Turkey sends American Islamic State fighter to U.S. after stalemate withGreece	https://news.yahoo.com/turkey-sends-american-islamic-state-134142157.html	Turkey sent a U.S. citizen suspected of fighting for Islamic State to theUnited States by plane on Friday, Interior Minister Suleyman Soylu said, afterthe man was refused entry to Greece earlier this week. Turkish authoritiesstarted deporting captured Islamic State suspects to their home countries onMonday. Ankara says it has captured 287 militants in northeast Syria, whereTurkish troops launched an assault against the Kurdish YPG militia last month,and has hundreds more jihadist suspects in detention.  	['https://news.yahoo.com/turkey-sends-american-islamic-state-134142157.html']
Sun, 17 Nov 2019 09:36:14 -0500	On an upswing, the Pete Buttigieg show rolls through New Hampshire	https://news.yahoo.com/pete-buttigieg-bus-tour-upswing-polls-143614985.html	Pete Buttigieg traveled more than 100 miles through the Granite State on a busemblazoned with his name and packed with over a dozen journalists. Itï¿½s aspectacle that hasnï¿½t been seen in recent presidential races, but itï¿½s part ofa freewheeling strategy has helped bring Buttigieg from relative obscurity tothe top of the Democratic primary field.  	['https://news.yahoo.com/pete-buttigieg-bus-tour-upswing-polls-143614985.html', 'http://l2.yimg.com/uu/api/res/1.2/cqp8V_ndESsAGfj_ke5adw--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2019-11/9e842ef0-04eb-11ea-a66f-fec562b3bef1']
Sun, 17 Nov 2019 05:29:47 -0500	French interior minister blames protest violence on 'thugs'	https://news.yahoo.com/french-interior-minister-blames-protest-102947823.html	"French Interior Minister Christophe Castaner blamed ""thugs"" and ""bullies"" onSunday for the violence that hit demonstrations the previous day markingmarked the first anniversary of the anti-government ""yellow vest"" protests.""Yesterday, what we saw were few (legitimate) demonstrators but thugs, bulliesand morons,"" Castaner told Europe 1 radio when asked about the violence inParis on Saturday. Demonstrators torched cars and pelted police with stonesand bottles and police fired tear gas and water cannon during the rallies tomark a year since the birth of the anti-government yellow vest movement.  "	['https://news.yahoo.com/french-interior-minister-blames-protest-102947823.html', 'http://l1.yimg.com/uu/api/res/1.2/fjSSGZbaqftFt_tu8zxqdg--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en-US/reuters.com/ce71df2daade2be230c0a82d0212503f']
Sat, 16 Nov 2019 19:45:37 -0500	Chile police stopped rescue workers helping dying protester: human rightswatchdog	https://news.yahoo.com/chile-police-stopped-rescue-workers-004537157.html	Chile's independent human rights watchdog said on Saturday it would file aformal complaint for murder against police officers who allegedly preventedparamedics from attending a heart attack victim amid a protest Friday.Security forces firing tear gas, rubber bullets and water cannons made itimpossible for rescue workers to properly treat the victim, Chile's publicly-funded National Institute for Human Rights said. Twenty-nine year old AbelAcuna died shortly after at a nearby Santiago hospital.  	['https://news.yahoo.com/chile-police-stopped-rescue-workers-004537157.html', 'http://l1.yimg.com/uu/api/res/1.2/msfkqScfjEDGkZw0FpwuYQ--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en-US/reuters.com/4fcd3b80fd76604f970966b9f77b32bd']
Sat, 16 Nov 2019 16:11:50 -0500	NATO ally expels undercover Russian spy	https://news.yahoo.com/nato-ally-expels-undercover-russian-spy-211150048.html	In a rare move, NATO ally Bulgaria has expelled an undercover spy affiliatedwith the Russian military intelligence service, according to a Westernintelligence source.  	['https://news.yahoo.com/nato-ally-expels-undercover-russian-spy-211150048.html', 'http://l1.yimg.com/uu/api/res/1.2/IKBjTl0jeU0BCnrjqbCKAw--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2019-11/440e0010-0714-11ea-9bcb-45ff7f6277b3']
Mon, 18 Nov 2019 00:00:00 -0500	If A Chinese-American War Happens, It Will Start In The South China Sea	https://news.yahoo.com/chinese-american-war-happens-start-050000239.html	China has been preparing for just that fight.  	['https://news.yahoo.com/chinese-american-war-happens-start-050000239.html', 'http://l.yimg.com/uu/api/res/1.2/RmE79ZMwdqb210wL3E0QIQ--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en/the_national_interest_705/6c65a0e958cf5690f7c9f85d39cd2087']
Sun, 17 Nov 2019 20:42:09 -0500	Massachusetts man arrested after son, 5, allegedly takes heroin to school andbrags it makes him feel like Spider-Man	https://news.yahoo.com/massachusetts-man-arrested-son-5-233157331.html	A father is facing drug possession charges after his son, 5, allegedly tookheroin to school and said tasting it made him feel like Spider-Man.  	['https://news.yahoo.com/massachusetts-man-arrested-son-5-233157331.html', 'http://l2.yimg.com/uu/api/res/1.2/yJXppUCKiBRdSORVsq5jbQ--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/http://d.yimg.com/hd/cp-video-transcode/1009217/2ca040e3-872d-4331-ba74-ed1d8c61fdd8/a1aece82-5dc4-5e6b-9f10-446fc5ee1d3c/data_3_0.jpg?s=6fcf5a11f548dd38cb0998975e629751&c=5f6d48426e972b3807d2f842bafafa4e&a=tripleplay4us&mr=0']
Sun, 17 Nov 2019 10:44:20 -0500	Trump disputes North Korea: Joe Biden 'somewhat better' than a 'rabid dog'	https://news.yahoo.com/trump-biden-north-korea-rabid-dog-154420234.html	President Trump came to the defense of his potential 2020 rival Joe Biden onSunday, disputing a characterization of the former vice president as a ï¿½rabiddogï¿½ who ï¿½must be beaten to death with a stick.ï¿½  	['https://news.yahoo.com/trump-biden-north-korea-rabid-dog-154420234.html', 'http://l2.yimg.com/uu/api/res/1.2/4r6PAR_tChOJsKG20onXdw--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2019-11/388e3630-094c-11ea-af78-84edfb292bc3']
Mon, 18 Nov 2019 02:26:00 -0500	"The Problem with Hypersonic Missiles: ""None of this stuff works yet."""	https://news.yahoo.com/problem-hypersonic-missiles-none-stuff-072600256.html	Donï¿½t get too excited about hypersonic weapons, one prominent U.S. defensejournalist advised. According to him, we still donï¿½t know for sure whether theMach-5-plus munitions actually work.  	['https://news.yahoo.com/problem-hypersonic-missiles-none-stuff-072600256.html', 'http://l2.yimg.com/uu/api/res/1.2/YOhob5Hzzh5bR_GUbztqLg--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en/the_national_interest_705/ef38aa18f65ca8d1c745a2f38867a67c']
